image_id,filename,coordinateX,coordinateY,Tumor,Scanner,Origin,Species,expert1,expert2,expert3,majority
5369.png,346.tiff,181,1590,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5370.png,346.tiff,64,2036,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5371.png,346.tiff,426,2379,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5372.png,346.tiff,933,2279,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5373.png,346.tiff,1012,2259,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5374.png,346.tiff,1523,2387,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5375.png,346.tiff,1254,2213,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5376.png,346.tiff,1040,2537,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5377.png,346.tiff,839,2488,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5378.png,346.tiff,1547,2659,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5379.png,346.tiff,1281,3180,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5380.png,346.tiff,1351,3188,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5381.png,346.tiff,859,3266,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5382.png,346.tiff,532,3038,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5383.png,346.tiff,631,2912,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5384.png,346.tiff,477,2890,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5385.png,346.tiff,985,2766,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5386.png,346.tiff,30,2812,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5387.png,346.tiff,188,3175,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5388.png,346.tiff,49,3654,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5389.png,346.tiff,567,3404,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5390.png,346.tiff,1505,3555,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5391.png,346.tiff,1035,3835,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,AMF,AMF
5392.png,346.tiff,906,3986,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5393.png,346.tiff,1133,3880,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,AMF,AMF
5394.png,346.tiff,532,4093,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5395.png,346.tiff,566,4123,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5396.png,346.tiff,38,3910,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5397.png,346.tiff,574,4420,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5398.png,346.tiff,417,4553,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5399.png,346.tiff,547,4525,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5400.png,346.tiff,144,4696,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5401.png,346.tiff,240,4796,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5402.png,346.tiff,670,4736,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5403.png,346.tiff,870,4658,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5404.png,346.tiff,891,4489,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5405.png,346.tiff,1218,4674,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5406.png,346.tiff,1606,4442,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5407.png,346.tiff,2768,4792,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,AMF,AMF
5408.png,346.tiff,2104,4279,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5409.png,346.tiff,2252,4196,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5410.png,346.tiff,2795,4197,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5411.png,346.tiff,2976,4210,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5412.png,346.tiff,2991,4557,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5413.png,346.tiff,1841,4202,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5414.png,346.tiff,1922,4398,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5415.png,346.tiff,3230,3983,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5416.png,346.tiff,2353,3886,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5417.png,346.tiff,3223,3922,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5418.png,346.tiff,3075,3808,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5419.png,346.tiff,2863,3874,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5420.png,346.tiff,2278,3684,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5421.png,346.tiff,2213,3322,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5422.png,346.tiff,2333,3828,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5423.png,346.tiff,2485,3259,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,AMF,AMF
5424.png,346.tiff,3148,3122,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5425.png,346.tiff,1696,3178,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5426.png,346.tiff,1989,2564,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5427.png,346.tiff,2708,2542,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5428.png,346.tiff,2678,2651,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5429.png,346.tiff,2908,2629,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5430.png,346.tiff,3027,3005,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5431.png,346.tiff,2423,2964,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5432.png,346.tiff,2161,3010,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5433.png,346.tiff,3019,2497,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5434.png,346.tiff,2081,2149,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5435.png,346.tiff,1764,2010,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5436.png,346.tiff,2746,1741,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5437.png,346.tiff,2824,1814,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5438.png,346.tiff,3114,1726,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5439.png,346.tiff,2608,1063,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5440.png,346.tiff,3190,713,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5441.png,346.tiff,1622,851,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5442.png,346.tiff,3044,595,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5443.png,346.tiff,1802,310,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5444.png,346.tiff,2019,670,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5445.png,346.tiff,3915,291,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5446.png,346.tiff,3594,446,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5447.png,346.tiff,4001,702,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5448.png,346.tiff,4019,737,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5449.png,346.tiff,4782,589,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5450.png,346.tiff,4639,1017,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5451.png,346.tiff,4449,1166,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5452.png,346.tiff,4309,1394,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5453.png,346.tiff,4284,1446,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5454.png,346.tiff,3505,1212,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5455.png,346.tiff,3896,1787,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5456.png,346.tiff,3662,2206,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5457.png,346.tiff,3886,2233,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5458.png,346.tiff,4095,2169,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5459.png,346.tiff,4167,2111,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,AMF,AMF
5460.png,346.tiff,3970,2003,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5461.png,346.tiff,4566,1934,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5462.png,346.tiff,4710,2114,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5463.png,346.tiff,4689,2250,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5464.png,346.tiff,4791,2425,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5465.png,346.tiff,3373,2707,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5466.png,346.tiff,3750,3118,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5467.png,346.tiff,4070,3005,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5468.png,346.tiff,4766,2730,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5469.png,346.tiff,3787,3288,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5470.png,346.tiff,3499,3252,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5471.png,346.tiff,3357,3204,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5472.png,346.tiff,4168,3770,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5473.png,346.tiff,4509,3561,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5474.png,346.tiff,4757,4166,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5475.png,346.tiff,3492,4588,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5476.png,346.tiff,4651,4818,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5477.png,346.tiff,6020,4817,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5478.png,346.tiff,6236,4786,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5479.png,346.tiff,6154,4440,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5480.png,346.tiff,5767,4312,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5481.png,346.tiff,5778,4271,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5482.png,346.tiff,6007,4219,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5483.png,346.tiff,5919,4103,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5484.png,346.tiff,5017,3627,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5485.png,346.tiff,4926,3991,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5486.png,346.tiff,5024,4142,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5487.png,346.tiff,5099,4254,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5488.png,346.tiff,5878,3397,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5489.png,346.tiff,6234,3084,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5490.png,346.tiff,6283,2917,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5491.png,346.tiff,6076,2992,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5492.png,346.tiff,5543,3418,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5493.png,346.tiff,6107,2471,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5494.png,346.tiff,6019,2149,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5495.png,346.tiff,5651,2267,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5496.png,346.tiff,5397,2130,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5497.png,346.tiff,5031,2771,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5498.png,346.tiff,5090,2655,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,AMF,AMF
5499.png,346.tiff,5098,2535,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5500.png,346.tiff,5533,2487,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5501.png,346.tiff,5656,1690,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,AMF,AMF
5502.png,346.tiff,6302,1739,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,AMF,AMF
5503.png,346.tiff,6160,1499,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5504.png,346.tiff,6206,1393,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5505.png,346.tiff,5894,1255,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5506.png,346.tiff,5582,546,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5507.png,346.tiff,5678,442,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5508.png,346.tiff,5897,421,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5509.png,346.tiff,5203,548,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5510.png,346.tiff,5906,38,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5511.png,346.tiff,6072,193,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,AMF,AMF
5512.png,346.tiff,6002,144,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5513.png,346.tiff,4872,284,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5514.png,346.tiff,5137,309,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,AMF,AMF
5515.png,346.tiff,6413,1925,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5516.png,346.tiff,6184,1659,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5517.png,346.tiff,3603,320,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5518.png,346.tiff,5180,412,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5519.png,346.tiff,224,4290,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5520.png,346.tiff,4012,3773,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5521.png,346.tiff,1409,1840,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5522.png,348.tiff,989,2521,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5523.png,348.tiff,1377,4704,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5524.png,348.tiff,279,3191,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5525.png,348.tiff,4722,3906,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5526.png,349.tiff,406,657,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5527.png,349.tiff,671,564,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5528.png,349.tiff,1131,176,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5529.png,349.tiff,1662,164,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5530.png,349.tiff,1166,2236,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5531.png,349.tiff,302,2388,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5532.png,349.tiff,137,2676,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5533.png,349.tiff,783,3866,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5534.png,349.tiff,1199,3442,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5535.png,349.tiff,1787,3887,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5536.png,349.tiff,1724,4253,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5537.png,349.tiff,2478,3685,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5538.png,349.tiff,2328,3499,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5539.png,349.tiff,2463,3269,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5540.png,349.tiff,2687,1055,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,AMF,AMF
5541.png,349.tiff,2629,424,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5542.png,349.tiff,2085,457,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5543.png,349.tiff,1791,168,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5544.png,349.tiff,3318,463,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5545.png,349.tiff,3346,958,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5546.png,349.tiff,4215,1514,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5547.png,349.tiff,3358,2087,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5548.png,349.tiff,4225,2143,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,AMF,AMF
5549.png,349.tiff,4424,1825,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5550.png,349.tiff,4613,1823,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5551.png,349.tiff,4184,2629,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5552.png,349.tiff,3436,2658,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5553.png,349.tiff,3266,3051,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5554.png,349.tiff,4135,3176,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5555.png,349.tiff,3220,2986,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5556.png,349.tiff,5832,4528,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5557.png,349.tiff,4856,4297,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5558.png,349.tiff,5853,3800,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5559.png,349.tiff,4823,3053,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5560.png,349.tiff,6228,3016,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5561.png,349.tiff,5953,2870,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5562.png,349.tiff,4976,2995,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5563.png,349.tiff,5404,2820,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5564.png,349.tiff,5454,1888,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5565.png,349.tiff,6212,942,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5566.png,349.tiff,5460,1071,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5567.png,349.tiff,5296,1120,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5568.png,349.tiff,5638,1000,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5569.png,349.tiff,5319,1358,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5570.png,349.tiff,5912,88,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5571.png,349.tiff,5356,100,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5572.png,349.tiff,5008,222,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5573.png,349.tiff,5023,389,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5574.png,349.tiff,3961,662,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5575.png,349.tiff,1142,1141,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5576.png,349.tiff,3429,1603,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF
5577.png,349.tiff,3715,2102,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF
5578.png,349.tiff,3963,1664,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF
5579.png,350.tiff,1913,1418,human neuroendocrine tumor,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,,NMF
5580.png,350.tiff,1330,2511,human neuroendocrine tumor,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,,NMF
5581.png,350.tiff,3889,2024,human neuroendocrine tumor,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,,NMF
5582.png,350.tiff,2720,2916,human neuroendocrine tumor,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,,NMF
5583.png,351.tiff,3892,880,human neuroendocrine tumor,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,,NMF
5584.png,351.tiff,3690,2864,human neuroendocrine tumor,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,,NMF
5585.png,351.tiff,73,4714,human neuroendocrine tumor,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,,NMF
