image_id_for_processing,image_path,skip_reason,image_id,filename,coordinateX,coordinateY,Tumor,Scanner,Origin,Species,expert1,expert2,expert3,majority,source_csv_image_id
8568.png,,csv_image_not_present_in_images_dir,8568.png,055.tiff,550.0,25.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8568.png
8608.png,,csv_image_not_present_in_images_dir,8608.png,059.tiff,36.0,1673.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8608.png
8657.png,,csv_image_not_present_in_images_dir,8657.png,064.tiff,3805.0,5246.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,8657.png
8732.png,,csv_image_not_present_in_images_dir,8732.png,072.tiff,41.0,1548.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8732.png
8738.png,,csv_image_not_present_in_images_dir,8738.png,072.tiff,7074.0,1009.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8738.png
8802.png,,csv_image_not_present_in_images_dir,8802.png,078.tiff,4375.0,49.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,AMF,NMF,8802.png
8849.png,,csv_image_not_present_in_images_dir,8849.png,078.tiff,2054.0,5243.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8849.png
8854.png,,csv_image_not_present_in_images_dir,8854.png,078.tiff,16.0,3242.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,8854.png
8862.png,,csv_image_not_present_in_images_dir,8862.png,079.tiff,3621.0,5332.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,AMF,AMF,AMF,8862.png
8868.png,,csv_image_not_present_in_images_dir,8868.png,080.tiff,40.0,5268.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8868.png
8915.png,,csv_image_not_present_in_images_dir,8915.png,084.tiff,187.0,5329.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,AMF,AMF,8915.png
8933.png,,csv_image_not_present_in_images_dir,8933.png,086.tiff,6858.0,39.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8933.png
8949.png,,csv_image_not_present_in_images_dir,8949.png,087.tiff,27.0,489.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8949.png
8979.png,,csv_image_not_present_in_images_dir,8979.png,092.tiff,1060.0,26.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,8979.png
8994.png,,csv_image_not_present_in_images_dir,8994.png,093.tiff,5577.0,5234.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,AMF,NMF,AMF,AMF,8994.png
9103.png,,csv_image_not_present_in_images_dir,9103.png,100.tiff,63.0,918.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,AMF,NMF,NMF,9103.png
9108.png,,csv_image_not_present_in_images_dir,9108.png,100.tiff,47.0,2216.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9108.png
9142.png,,csv_image_not_present_in_images_dir,9142.png,100.tiff,60.0,3023.0,human breast cancer,Hamamatsu S360,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9142.png
9169.png,,csv_image_not_present_in_images_dir,9169.png,102.tiff,5791.0,4785.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9169.png
9296.png,,csv_image_not_present_in_images_dir,9296.png,113.tiff,2630.0,57.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9296.png
9330.png,,csv_image_not_present_in_images_dir,9330.png,117.tiff,2928.0,53.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9330.png
9331.png,,csv_image_not_present_in_images_dir,9331.png,117.tiff,12.0,2108.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9331.png
9344.png,,csv_image_not_present_in_images_dir,9344.png,118.tiff,6415.0,2827.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9344.png
9366.png,,csv_image_not_present_in_images_dir,9366.png,121.tiff,6445.0,3319.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9366.png
9371.png,,csv_image_not_present_in_images_dir,9371.png,122.tiff,6442.0,2374.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9371.png
9390.png,,csv_image_not_present_in_images_dir,9390.png,123.tiff,6442.0,2156.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9390.png
9408.png,,csv_image_not_present_in_images_dir,9408.png,123.tiff,6433.0,4173.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,AMF,NMF,9408.png
9410.png,,csv_image_not_present_in_images_dir,9410.png,123.tiff,1967.0,4791.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9410.png
9414.png,,csv_image_not_present_in_images_dir,9414.png,124.tiff,792.0,4764.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9414.png
9419.png,,csv_image_not_present_in_images_dir,9419.png,125.tiff,6494.0,1688.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9419.png
9432.png,,csv_image_not_present_in_images_dir,9432.png,127.tiff,3087.0,4806.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9432.png
9434.png,,csv_image_not_present_in_images_dir,9434.png,128.tiff,2293.0,48.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9434.png
9504.png,,csv_image_not_present_in_images_dir,9504.png,131.tiff,1662.0,4838.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,AMF,AMF,AMF,9504.png
9531.png,,csv_image_not_present_in_images_dir,9531.png,134.tiff,60.0,1747.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9531.png
9544.png,,csv_image_not_present_in_images_dir,9544.png,134.tiff,59.0,3107.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9544.png
9586.png,,csv_image_not_present_in_images_dir,9586.png,134.tiff,5259.0,4804.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9586.png
9596.png,,csv_image_not_present_in_images_dir,9596.png,135.tiff,5268.0,4807.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9596.png
9691.png,,csv_image_not_present_in_images_dir,9691.png,139.tiff,19.0,1248.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9691.png
9704.png,,csv_image_not_present_in_images_dir,9704.png,140.tiff,6453.0,3042.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,AMF,AMF,AMF,9704.png
9718.png,,csv_image_not_present_in_images_dir,9718.png,141.tiff,6439.0,80.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9718.png
9747.png,,csv_image_not_present_in_images_dir,9747.png,141.tiff,3572.0,4806.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,AMF,NMF,9747.png
9748.png,,csv_image_not_present_in_images_dir,9748.png,141.tiff,5441.0,4789.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,AMF,AMF,AMF,AMF,9748.png
9785.png,,csv_image_not_present_in_images_dir,9785.png,146.tiff,5646.0,59.0,human breast cancer,Aperio CS2,UMC Utrecht,Human,NMF,NMF,NMF,NMF,9785.png
9831.png,,csv_image_not_present_in_images_dir,9831.png,210.tiff,1560.0,55.0,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,9831.png
9858.png,,csv_image_not_present_in_images_dir,9858.png,210.tiff,45.0,4064.0,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,9858.png
9868.png,,csv_image_not_present_in_images_dir,9868.png,210.tiff,6524.0,3693.0,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,9868.png
9873.png,,csv_image_not_present_in_images_dir,9873.png,210.tiff,2108.0,4875.0,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,AMF,NMF,9873.png
9915.png,,csv_image_not_present_in_images_dir,9915.png,219.tiff,2550.0,4884.0,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,9915.png
9930.png,,csv_image_not_present_in_images_dir,9930.png,226.tiff,6565.0,2422.0,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,9930.png
9939.png,,csv_image_not_present_in_images_dir,9939.png,229.tiff,4281.0,20.0,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,9939.png
9971.png,,csv_image_not_present_in_images_dir,9971.png,229.tiff,46.0,4578.0,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,9971.png
9972.png,,csv_image_not_present_in_images_dir,9972.png,229.tiff,1701.0,4891.0,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,9972.png
9981.png,,csv_image_not_present_in_images_dir,9981.png,233.tiff,6556.0,2293.0,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,9981.png
10116.png,,csv_image_not_present_in_images_dir,10116.png,248.tiff,2210.0,4915.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10116.png
10117.png,,csv_image_not_present_in_images_dir,10117.png,248.tiff,2650.0,4871.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10117.png
10121.png,,csv_image_not_present_in_images_dir,10121.png,248.tiff,21.0,604.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10121.png
10149.png,,csv_image_not_present_in_images_dir,10149.png,250.tiff,6523.0,369.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10149.png
10229.png,,csv_image_not_present_in_images_dir,10229.png,250.tiff,53.0,4770.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10229.png
10252.png,,csv_image_not_present_in_images_dir,10252.png,250.tiff,2234.0,4918.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10252.png
10306.png,,csv_image_not_present_in_images_dir,10306.png,259.tiff,1401.0,4891.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10306.png
10314.png,,csv_image_not_present_in_images_dir,10314.png,263.tiff,35.0,899.0,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,AMF,NMF,AMF,10314.png
10407.png,,csv_image_not_present_in_images_dir,10407.png,278.tiff,3007.0,46.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10407.png
10423.png,,csv_image_not_present_in_images_dir,10423.png,278.tiff,18.0,2782.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10423.png
10483.png,,csv_image_not_present_in_images_dir,10483.png,288.tiff,117.0,46.0,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,AMF,NMF,NMF,10483.png
10496.png,,csv_image_not_present_in_images_dir,10496.png,288.tiff,2735.0,36.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10496.png
10504.png,,csv_image_not_present_in_images_dir,10504.png,288.tiff,4934.0,61.0,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,NMF,NMF,NMF,10504.png
10508.png,,csv_image_not_present_in_images_dir,10508.png,288.tiff,5355.0,18.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10508.png
10660.png,,csv_image_not_present_in_images_dir,10660.png,288.tiff,425.0,4878.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10660.png
10686.png,,csv_image_not_present_in_images_dir,10686.png,290.tiff,2428.0,33.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10686.png
10698.png,,csv_image_not_present_in_images_dir,10698.png,290.tiff,5451.0,40.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10698.png
10704.png,,csv_image_not_present_in_images_dir,10704.png,290.tiff,6538.0,196.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10704.png
10708.png,,csv_image_not_present_in_images_dir,10708.png,290.tiff,6135.0,14.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10708.png
10786.png,,csv_image_not_present_in_images_dir,10786.png,290.tiff,6534.0,1990.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10786.png
10853.png,,csv_image_not_present_in_images_dir,10853.png,290.tiff,1760.0,4879.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10853.png
10854.png,,csv_image_not_present_in_images_dir,10854.png,290.tiff,2203.0,4904.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,10854.png
10871.png,,csv_image_not_present_in_images_dir,10871.png,290.tiff,858.0,4924.0,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,10871.png
11042.png,,csv_image_not_present_in_images_dir,11042.png,307.tiff,1166.0,4789.0,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF,11042.png
11043.png,,csv_image_not_present_in_images_dir,11043.png,307.tiff,2432.0,4794.0,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF,11043.png
11151.png,,csv_image_not_present_in_images_dir,11151.png,307.tiff,6440.0,448.0,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF,11151.png
11182.png,,csv_image_not_present_in_images_dir,11182.png,328.tiff,1186.0,19.0,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF,11182.png
11277.png,,csv_image_not_present_in_images_dir,11277.png,328.tiff,5041.0,4791.0,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF,11277.png
11339.png,,csv_image_not_present_in_images_dir,11339.png,331.tiff,3941.0,4826.0,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,AMF,AMF,11339.png
11362.png,,csv_image_not_present_in_images_dir,11362.png,335.tiff,6439.0,3197.0,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,NMF,NMF,11362.png
11565.png,,csv_image_not_present_in_images_dir,11565.png,471.tiff,49.0,3679.0,canine soft tissue sarcoma,3D Histech,AMC New York,Canine,NMF,NMF,NMF,NMF,11565.png
11568.png,,csv_image_not_present_in_images_dir,11568.png,471.tiff,2547.0,4895.0,canine soft tissue sarcoma,3D Histech,AMC New York,Canine,NMF,AMF,NMF,NMF,11568.png
11571.png,,csv_image_not_present_in_images_dir,11571.png,471.tiff,54.0,2460.0,canine soft tissue sarcoma,3D Histech,AMC New York,Canine,NMF,NMF,NMF,NMF,11571.png
11583.png,,csv_image_not_present_in_images_dir,11583.png,492.tiff,51.0,2591.0,canine soft tissue sarcoma,3D Histech,VMU Vienna,Canine,NMF,NMF,NMF,NMF,11583.png
11648.png,,csv_image_not_present_in_images_dir,11648.png,526.tiff,4593.0,24.0,human melanoma,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,NMF,NMF,11648.png
11700.png,,csv_image_not_present_in_images_dir,11700.png,526.tiff,4662.0,5393.0,human melanoma,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,NMF,NMF,11700.png
11721.png,,csv_image_not_present_in_images_dir,11721.png,535.tiff,4197.0,26.0,human melanoma,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,NMF,NMF,11721.png
11772.png,,csv_image_not_present_in_images_dir,11772.png,535.tiff,48.0,2962.0,human melanoma,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,NMF,NMF,11772.png
11788.png,,csv_image_not_present_in_images_dir,11788.png,535.tiff,7158.0,2679.0,human melanoma,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,NMF,NMF,11788.png
11813.png,,csv_image_not_present_in_images_dir,11813.png,535.tiff,7168.0,3235.0,human melanoma,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,NMF,NMF,11813.png
11844.png,,csv_image_not_present_in_images_dir,11844.png,542.tiff,3528.0,1.0,human melanoma,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,NMF,NMF,11844.png
11847.png,,csv_image_not_present_in_images_dir,11847.png,542.tiff,4957.0,42.0,human melanoma,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,NMF,NMF,11847.png
11877.png,,csv_image_not_present_in_images_dir,11877.png,542.tiff,54.0,3434.0,human melanoma,Hamamatsu XR,UMC Utrecht,Human,NMF,NMF,NMF,NMF,11877.png
