image_id,image_path,final_label,numeric_label,status,error_message,number_of_components,tissue_area,chromatin_area,warning_empty_mask,warning_too_large_mask,warning_tissue_almost_empty,warning_too_many_components,warning_selected_empty_but_raw_not_empty,warning_central_fallback_used
5505.png,data/raw/images/5505.png,AMF,1,success,,19,15809,1557,False,False,False,False,False,False
5506.png,data/raw/images/5506.png,NMF,0,success,,13,15307,1319,False,False,False,False,False,False
5507.png,data/raw/images/5507.png,NMF,0,success,,13,15551,1588,False,False,False,False,False,False
5508.png,data/raw/images/5508.png,AMF,1,success,,23,16279,1273,False,False,False,True,False,False
5509.png,data/raw/images/5509.png,NMF,0,success,,10,14487,1606,False,False,False,False,False,False
5511.png,data/raw/images/5511.png,AMF,1,success,,12,15438,966,False,False,False,False,False,False
5512.png,data/raw/images/5512.png,NMF,0,success,,13,15884,1049,False,False,False,False,False,False
5513.png,data/raw/images/5513.png,NMF,0,success,,17,15771,2201,False,False,False,False,False,False
5514.png,data/raw/images/5514.png,AMF,1,success,,16,16062,1529,False,False,False,False,False,False
5516.png,data/raw/images/5516.png,NMF,0,success,,13,15943,1320,False,False,False,False,False,False
5517.png,data/raw/images/5517.png,NMF,0,success,,11,16006,1551,False,False,False,False,False,False
5518.png,data/raw/images/5518.png,AMF,1,success,,8,16074,1436,False,False,False,False,False,False
5519.png,data/raw/images/5519.png,NMF,0,success,,15,13781,1691,False,False,False,False,False,False
5520.png,data/raw/images/5520.png,NMF,0,success,,16,15856,1533,False,False,False,False,False,False
5521.png,data/raw/images/5521.png,NMF,0,success,,13,16152,1350,False,False,False,False,False,False
5522.png,data/raw/images/5522.png,NMF,0,success,,11,11321,889,False,False,False,False,False,False
5523.png,data/raw/images/5523.png,NMF,0,success,,3,8363,566,False,False,False,False,False,False
5524.png,data/raw/images/5524.png,NMF,0,success,,9,11242,1220,False,False,False,False,False,False
5525.png,data/raw/images/5525.png,NMF,0,success,,6,13405,643,False,False,False,False,False,False
5526.png,data/raw/images/5526.png,NMF,0,success,,9,15044,1311,False,False,False,False,False,False
5527.png,data/raw/images/5527.png,NMF,0,success,,15,15035,1689,False,False,False,False,False,False
5528.png,data/raw/images/5528.png,NMF,0,success,,12,15350,1538,False,False,False,False,False,False
5529.png,data/raw/images/5529.png,NMF,0,success,,17,15197,1828,False,False,False,False,False,False
5530.png,data/raw/images/5530.png,NMF,0,success,,13,15965,1428,False,False,False,False,False,False
5531.png,data/raw/images/5531.png,AMF,1,success,,11,15717,1332,False,False,False,False,False,False
5532.png,data/raw/images/5532.png,NMF,0,success,,8,15794,1266,False,False,False,False,False,False
5533.png,data/raw/images/5533.png,NMF,0,success,,6,14592,949,False,False,False,False,False,False
5534.png,data/raw/images/5534.png,NMF,0,success,,12,15797,1506,False,False,False,False,False,False
5535.png,data/raw/images/5535.png,AMF,1,success,,9,15325,1048,False,False,False,False,False,False
5536.png,data/raw/images/5536.png,AMF,1,success,,11,15223,1546,False,False,False,False,False,False
5537.png,data/raw/images/5537.png,AMF,1,success,,20,15268,1566,False,False,False,False,False,False
5538.png,data/raw/images/5538.png,NMF,0,success,,11,15411,1014,False,False,False,False,False,False
5539.png,data/raw/images/5539.png,NMF,0,success,,4,14949,998,False,False,False,False,False,False
5540.png,data/raw/images/5540.png,AMF,1,success,,6,14351,821,False,False,False,False,False,False
5541.png,data/raw/images/5541.png,NMF,0,success,,8,15925,1740,False,False,False,False,False,False
5542.png,data/raw/images/5542.png,NMF,0,success,,5,15063,1056,False,False,False,False,False,False
5543.png,data/raw/images/5543.png,NMF,0,success,,8,15974,1105,False,False,False,False,False,False
5544.png,data/raw/images/5544.png,NMF,0,success,,19,14575,1931,False,False,False,False,False,False
5545.png,data/raw/images/5545.png,NMF,0,success,,12,15465,1570,False,False,False,False,False,False
5546.png,data/raw/images/5546.png,NMF,0,success,,6,15539,737,False,False,False,False,False,False
5547.png,data/raw/images/5547.png,NMF,0,success,,12,15790,1245,False,False,False,False,False,False
5548.png,data/raw/images/5548.png,AMF,1,success,,10,15195,1438,False,False,False,False,False,False
5549.png,data/raw/images/5549.png,AMF,1,success,,8,15655,1091,False,False,False,False,False,False
5550.png,data/raw/images/5550.png,AMF,1,success,,7,15643,1676,False,False,False,False,False,False
5551.png,data/raw/images/5551.png,NMF,0,success,,5,15042,1001,False,False,False,False,False,False
5552.png,data/raw/images/5552.png,NMF,0,success,,5,15045,1331,False,False,False,False,False,False
5553.png,data/raw/images/5553.png,NMF,0,success,,8,15219,1592,False,False,False,False,False,False
5554.png,data/raw/images/5554.png,NMF,0,success,,11,15002,1692,False,False,False,False,False,False
5555.png,data/raw/images/5555.png,NMF,0,success,,18,15087,1555,False,False,False,False,False,False
5556.png,data/raw/images/5556.png,NMF,0,success,,4,15308,737,False,False,False,False,False,False
5557.png,data/raw/images/5557.png,NMF,0,success,,11,15486,766,False,False,False,False,False,False
5558.png,data/raw/images/5558.png,NMF,0,success,,9,15258,1668,False,False,False,False,False,False
5559.png,data/raw/images/5559.png,NMF,0,success,,7,15540,1931,False,False,False,False,False,False
5560.png,data/raw/images/5560.png,NMF,0,success,,7,15274,1301,False,False,False,False,False,False
5561.png,data/raw/images/5561.png,NMF,0,success,,4,14839,965,False,False,False,False,False,False
5562.png,data/raw/images/5562.png,NMF,0,success,,8,14527,1379,False,False,False,False,False,False
5563.png,data/raw/images/5563.png,NMF,0,success,,6,14990,954,False,False,False,False,False,False
5564.png,data/raw/images/5564.png,NMF,0,success,,13,14870,1161,False,False,False,False,False,False
5565.png,data/raw/images/5565.png,NMF,0,success,,5,15226,826,False,False,False,False,False,False
5566.png,data/raw/images/5566.png,NMF,0,success,,10,15046,1480,False,False,False,False,False,False
5567.png,data/raw/images/5567.png,AMF,1,success,,9,15624,1544,False,False,False,False,False,False
5568.png,data/raw/images/5568.png,NMF,0,success,,10,15434,1232,False,False,False,False,False,False
5569.png,data/raw/images/5569.png,NMF,0,success,,10,15856,2204,False,False,False,False,False,False
5570.png,data/raw/images/5570.png,NMF,0,success,,11,15113,1114,False,False,False,False,False,False
5571.png,data/raw/images/5571.png,NMF,0,success,,13,15268,2170,False,False,False,False,False,False
5572.png,data/raw/images/5572.png,NMF,0,success,,8,15530,1466,False,False,False,False,False,False
5573.png,data/raw/images/5573.png,NMF,0,success,,3,14963,875,False,False,False,False,False,False
5574.png,data/raw/images/5574.png,NMF,0,success,,12,15598,2068,False,False,False,False,False,False
5575.png,data/raw/images/5575.png,NMF,0,success,,14,15255,1774,False,False,False,False,False,False
5576.png,data/raw/images/5576.png,NMF,0,success,,7,16021,1431,False,False,False,False,False,False
5577.png,data/raw/images/5577.png,AMF,1,success,,13,15453,1542,False,False,False,False,False,False
5578.png,data/raw/images/5578.png,NMF,0,success,,11,15059,1578,False,False,False,False,False,False
5579.png,data/raw/images/5579.png,NMF,0,success,,10,16373,1298,False,False,False,False,False,False
5580.png,data/raw/images/5580.png,NMF,0,success,,5,16270,1895,False,False,False,False,False,False
5581.png,data/raw/images/5581.png,NMF,0,success,,12,16345,1870,False,False,False,False,False,False
5582.png,data/raw/images/5582.png,NMF,0,success,,4,16345,1768,False,False,False,False,False,False
5583.png,data/raw/images/5583.png,NMF,0,success,,2,15826,1028,False,False,False,False,False,False
5584.png,data/raw/images/5584.png,NMF,0,success,,8,15289,1070,False,False,False,False,False,False
5585.png,data/raw/images/5585.png,NMF,0,success,,2,14464,401,False,False,False,False,False,False
5586.png,data/raw/images/5586.png,NMF,0,success,,9,14238,568,False,False,False,False,False,False
5587.png,data/raw/images/5587.png,NMF,0,success,,10,15778,1235,False,False,False,False,False,False
5588.png,data/raw/images/5588.png,NMF,0,success,,14,16270,1633,False,False,False,False,False,False
5589.png,data/raw/images/5589.png,NMF,0,success,,10,15679,1292,False,False,False,False,False,False
5590.png,data/raw/images/5590.png,NMF,0,success,,12,15605,1526,False,False,False,False,False,False
5591.png,data/raw/images/5591.png,NMF,0,success,,12,15812,2075,False,False,False,False,False,False
5592.png,data/raw/images/5592.png,NMF,0,success,,19,15728,1545,False,False,False,False,False,False
5593.png,data/raw/images/5593.png,NMF,0,success,,9,14845,975,False,False,False,False,False,False
5594.png,data/raw/images/5594.png,NMF,0,success,,6,16004,1105,False,False,False,False,False,False
5595.png,data/raw/images/5595.png,NMF,0,success,,6,15997,1062,False,False,False,False,False,False
5596.png,data/raw/images/5596.png,NMF,0,success,,12,15413,1376,False,False,False,False,False,False
5598.png,data/raw/images/5598.png,NMF,0,success,,17,16288,2322,False,False,False,False,False,False
5600.png,data/raw/images/5600.png,NMF,0,success,,13,16061,1350,False,False,False,False,False,False
5601.png,data/raw/images/5601.png,NMF,0,success,,10,15091,1401,False,False,False,False,False,False
5602.png,data/raw/images/5602.png,AMF,1,success,,2,15718,711,False,False,False,False,False,False
5603.png,data/raw/images/5603.png,NMF,0,success,,4,16175,1138,False,False,False,False,False,False
5604.png,data/raw/images/5604.png,NMF,0,success,,1,16072,393,False,False,False,False,False,False
5605.png,data/raw/images/5605.png,NMF,0,success,,2,16217,529,False,False,False,False,False,False
5606.png,data/raw/images/5606.png,NMF,0,success,,5,16170,1064,False,False,False,False,False,False
5607.png,data/raw/images/5607.png,NMF,0,success,,5,15142,1306,False,False,False,False,False,False
5608.png,data/raw/images/5608.png,AMF,1,success,,4,15278,1376,False,False,False,False,False,False
5609.png,data/raw/images/5609.png,NMF,0,success,,10,15658,1057,False,False,False,False,False,False
5610.png,data/raw/images/5610.png,NMF,0,success,,9,15955,1328,False,False,False,False,False,False
5611.png,data/raw/images/5611.png,AMF,1,success,,9,15374,1359,False,False,False,False,False,False
5612.png,data/raw/images/5612.png,NMF,0,success,,9,14490,1703,False,False,False,False,False,False
5613.png,data/raw/images/5613.png,NMF,0,success,,6,16156,1487,False,False,False,False,False,False
5614.png,data/raw/images/5614.png,NMF,0,success,,12,16115,2088,False,False,False,False,False,False
5615.png,data/raw/images/5615.png,AMF,1,success,,15,16284,1560,False,False,False,False,False,False
5616.png,data/raw/images/5616.png,AMF,1,success,,9,16146,1335,False,False,False,False,False,False
5617.png,data/raw/images/5617.png,NMF,0,success,,12,15620,1404,False,False,False,False,False,False
5618.png,data/raw/images/5618.png,AMF,1,success,,4,16032,1483,False,False,False,False,False,False
5619.png,data/raw/images/5619.png,NMF,0,success,,9,16024,1824,False,False,False,False,False,False
5620.png,data/raw/images/5620.png,NMF,0,success,,12,16104,1790,False,False,False,False,False,False
5621.png,data/raw/images/5621.png,NMF,0,success,,15,16178,1296,False,False,False,False,False,False
5622.png,data/raw/images/5622.png,AMF,1,success,,14,16160,1701,False,False,False,False,False,False
5623.png,data/raw/images/5623.png,NMF,0,success,,9,16180,1363,False,False,False,False,False,False
5624.png,data/raw/images/5624.png,NMF,0,success,,5,16038,986,False,False,False,False,False,False
5625.png,data/raw/images/5625.png,NMF,0,success,,11,16267,1377,False,False,False,False,False,False
5626.png,data/raw/images/5626.png,AMF,1,success,,3,15847,2195,False,False,False,False,False,False
5627.png,data/raw/images/5627.png,AMF,1,success,,15,16000,1785,False,False,False,False,False,False
5628.png,data/raw/images/5628.png,NMF,0,success,,11,15498,1645,False,False,False,False,False,False
5629.png,data/raw/images/5629.png,NMF,0,success,,7,16182,1404,False,False,False,False,False,False
5630.png,data/raw/images/5630.png,NMF,0,success,,10,15942,1652,False,False,False,False,False,False
5631.png,data/raw/images/5631.png,NMF,0,success,,13,16137,1909,False,False,False,False,False,False
5632.png,data/raw/images/5632.png,NMF,0,success,,12,15829,1600,False,False,False,False,False,False
5633.png,data/raw/images/5633.png,NMF,0,success,,13,16311,1807,False,False,False,False,False,False
5634.png,data/raw/images/5634.png,NMF,0,success,,8,16303,1158,False,False,False,False,False,False
5635.png,data/raw/images/5635.png,NMF,0,success,,5,15766,1408,False,False,False,False,False,False
5636.png,data/raw/images/5636.png,AMF,1,success,,4,15838,1566,False,False,False,False,False,False
5637.png,data/raw/images/5637.png,NMF,0,success,,7,15002,1462,False,False,False,False,False,False
5638.png,data/raw/images/5638.png,NMF,0,success,,11,15914,1441,False,False,False,False,False,False
5639.png,data/raw/images/5639.png,NMF,0,success,,8,16133,1202,False,False,False,False,False,False
5640.png,data/raw/images/5640.png,NMF,0,success,,13,16346,1401,False,False,False,False,False,False
5641.png,data/raw/images/5641.png,NMF,0,success,,4,16111,768,False,False,False,False,False,False
5642.png,data/raw/images/5642.png,NMF,0,success,,5,16008,1232,False,False,False,False,False,False
5643.png,data/raw/images/5643.png,NMF,0,success,,11,16150,2136,False,False,False,False,False,False
5644.png,data/raw/images/5644.png,NMF,0,success,,7,15459,1882,False,False,False,False,False,False
5645.png,data/raw/images/5645.png,NMF,0,success,,12,15840,2296,False,False,False,False,False,False
5646.png,data/raw/images/5646.png,NMF,0,success,,6,15499,1372,False,False,False,False,False,False
5647.png,data/raw/images/5647.png,NMF,0,success,,3,15246,968,False,False,False,False,False,False
5648.png,data/raw/images/5648.png,NMF,0,success,,7,15518,1339,False,False,False,False,False,False
5649.png,data/raw/images/5649.png,NMF,0,success,,11,16158,906,False,False,False,False,False,False
5650.png,data/raw/images/5650.png,NMF,0,success,,6,15543,1036,False,False,False,False,False,False
5652.png,data/raw/images/5652.png,NMF,0,success,,9,15586,1978,False,False,False,False,False,False
5654.png,data/raw/images/5654.png,NMF,0,success,,13,16192,2069,False,False,False,False,False,False
5655.png,data/raw/images/5655.png,NMF,0,success,,12,15334,2303,False,False,False,False,False,False
5656.png,data/raw/images/5656.png,NMF,0,success,,14,16081,1569,False,False,False,False,False,False
5657.png,data/raw/images/5657.png,NMF,0,success,,6,15856,1607,False,False,False,False,False,False
5658.png,data/raw/images/5658.png,NMF,0,success,,4,14555,519,False,False,False,False,False,False
5659.png,data/raw/images/5659.png,NMF,0,success,,11,15324,584,False,False,False,False,False,False
5660.png,data/raw/images/5660.png,NMF,0,success,,7,14848,490,False,False,False,False,False,False
5661.png,data/raw/images/5661.png,NMF,0,success,,7,16051,543,False,False,False,False,False,False
5662.png,data/raw/images/5662.png,NMF,0,success,,24,16342,3224,False,False,False,True,False,False
5663.png,data/raw/images/5663.png,NMF,0,success,,8,14138,894,False,False,False,False,False,False
5664.png,data/raw/images/5664.png,NMF,0,success,,2,14401,571,False,False,False,False,False,False
5665.png,data/raw/images/5665.png,NMF,0,success,,1,16382,416,False,False,False,False,False,False
5666.png,data/raw/images/5666.png,AMF,1,success,,4,15868,1275,False,False,False,False,False,False
5667.png,data/raw/images/5667.png,AMF,1,success,,1,16330,734,False,False,False,False,False,False
5668.png,data/raw/images/5668.png,NMF,0,success,,6,16207,1484,False,False,False,False,False,False
5669.png,data/raw/images/5669.png,NMF,0,success,,2,16383,623,False,False,False,False,False,False
5670.png,data/raw/images/5670.png,NMF,0,success,,1,16207,503,False,False,False,False,False,False
5671.png,data/raw/images/5671.png,NMF,0,success,,4,15555,688,False,False,False,False,False,False
5672.png,data/raw/images/5672.png,NMF,0,success,,3,15703,1161,False,False,False,False,False,False
5673.png,data/raw/images/5673.png,NMF,0,success,,13,14997,1477,False,False,False,False,False,False
5674.png,data/raw/images/5674.png,NMF,0,success,,10,16276,826,False,False,False,False,False,False
5675.png,data/raw/images/5675.png,AMF,1,success,,8,14382,2136,False,False,False,False,False,False
5676.png,data/raw/images/5676.png,AMF,1,success,,8,13699,2298,False,False,False,False,False,False
5677.png,data/raw/images/5677.png,NMF,0,success,,12,15309,2234,False,False,False,False,False,False
5678.png,data/raw/images/5678.png,NMF,0,success,,7,15402,1412,False,False,False,False,False,False
5679.png,data/raw/images/5679.png,NMF,0,success,,15,14862,1460,False,False,False,False,False,False
5680.png,data/raw/images/5680.png,NMF,0,success,,8,14629,1059,False,False,False,False,False,False
5681.png,data/raw/images/5681.png,NMF,0,success,,12,14306,1557,False,False,False,False,False,False
5682.png,data/raw/images/5682.png,AMF,1,success,,8,15098,1267,False,False,False,False,False,False
5683.png,data/raw/images/5683.png,NMF,0,success,,13,13852,1496,False,False,False,False,False,False
5684.png,data/raw/images/5684.png,NMF,0,success,,12,15458,1106,False,False,False,False,False,False
5685.png,data/raw/images/5685.png,NMF,0,success,,19,15501,1959,False,False,False,False,False,False
5686.png,data/raw/images/5686.png,NMF,0,success,,19,12859,1926,False,False,False,False,False,False
5687.png,data/raw/images/5687.png,NMF,0,success,,18,13212,1600,False,False,False,False,False,False
5688.png,data/raw/images/5688.png,NMF,0,success,,24,14705,2725,False,False,False,True,False,False
5689.png,data/raw/images/5689.png,AMF,1,success,,12,15425,2352,False,False,False,False,False,False
5690.png,data/raw/images/5690.png,NMF,0,success,,19,13527,1954,False,False,False,False,False,False
5692.png,data/raw/images/5692.png,NMF,0,success,,22,13322,2123,False,False,False,True,False,False
5693.png,data/raw/images/5693.png,NMF,0,success,,18,13917,1006,False,False,False,False,False,False
5694.png,data/raw/images/5694.png,NMF,0,success,,23,14512,1839,False,False,False,True,False,False
5695.png,data/raw/images/5695.png,NMF,0,success,,16,15602,2214,False,False,False,False,False,False
5696.png,data/raw/images/5696.png,NMF,0,success,,14,14513,1404,False,False,False,False,False,False
5697.png,data/raw/images/5697.png,NMF,0,success,,17,16341,1399,False,False,False,False,False,False
5698.png,data/raw/images/5698.png,NMF,0,success,,18,13711,1367,False,False,False,False,False,False
5699.png,data/raw/images/5699.png,NMF,0,success,,17,11360,1375,False,False,False,False,False,False
5700.png,data/raw/images/5700.png,NMF,0,success,,32,15165,3488,False,False,False,True,False,False
5701.png,data/raw/images/5701.png,NMF,0,success,,7,14955,1515,False,False,False,False,False,False
5702.png,data/raw/images/5702.png,NMF,0,success,,19,14515,1746,False,False,False,False,False,False
5703.png,data/raw/images/5703.png,NMF,0,success,,15,16162,1719,False,False,False,False,False,False
5704.png,data/raw/images/5704.png,NMF,0,success,,20,12955,1810,False,False,False,False,False,False
5705.png,data/raw/images/5705.png,NMF,0,success,,23,16380,2465,False,False,False,True,False,False
5706.png,data/raw/images/5706.png,NMF,0,success,,8,16226,1045,False,False,False,False,False,False
5707.png,data/raw/images/5707.png,NMF,0,success,,2,16063,783,False,False,False,False,False,False
5708.png,data/raw/images/5708.png,NMF,0,success,,1,12324,793,False,False,False,False,False,False
5709.png,data/raw/images/5709.png,NMF,0,success,,5,16236,992,False,False,False,False,False,False
5710.png,data/raw/images/5710.png,NMF,0,success,,4,16374,1088,False,False,False,False,False,False
5711.png,data/raw/images/5711.png,NMF,0,success,,3,16357,1040,False,False,False,False,False,False
5712.png,data/raw/images/5712.png,NMF,0,success,,9,16091,1412,False,False,False,False,False,False
5713.png,data/raw/images/5713.png,NMF,0,success,,10,16349,1416,False,False,False,False,False,False
5714.png,data/raw/images/5714.png,NMF,0,success,,4,15705,1189,False,False,False,False,False,False
5715.png,data/raw/images/5715.png,NMF,0,success,,4,14469,1125,False,False,False,False,False,False
5716.png,data/raw/images/5716.png,NMF,0,success,,11,16124,1699,False,False,False,False,False,False
5717.png,data/raw/images/5717.png,NMF,0,success,,8,15058,1295,False,False,False,False,False,False
5718.png,data/raw/images/5718.png,NMF,0,success,,1,15729,443,False,False,False,False,False,False
5719.png,data/raw/images/5719.png,NMF,0,success,,25,16238,2487,False,False,False,True,False,False
5720.png,data/raw/images/5720.png,NMF,0,success,,12,16376,1118,False,False,False,False,False,False
5721.png,data/raw/images/5721.png,AMF,1,success,,10,15668,2302,False,False,False,False,False,False
5722.png,data/raw/images/5722.png,NMF,0,success,,10,16204,1771,False,False,False,False,False,False
5723.png,data/raw/images/5723.png,NMF,0,success,,4,15628,1564,False,False,False,False,False,False
5724.png,data/raw/images/5724.png,AMF,1,success,,10,15037,1672,False,False,False,False,False,False
5725.png,data/raw/images/5725.png,NMF,0,success,,9,16335,1767,False,False,False,False,False,False
5726.png,data/raw/images/5726.png,NMF,0,success,,6,16293,1323,False,False,False,False,False,False
5727.png,data/raw/images/5727.png,NMF,0,success,,20,16372,1872,False,False,False,False,False,False
5728.png,data/raw/images/5728.png,NMF,0,success,,2,15695,725,False,False,False,False,False,False
5729.png,data/raw/images/5729.png,NMF,0,success,,6,16046,1725,False,False,False,False,False,False
5730.png,data/raw/images/5730.png,NMF,0,success,,5,13302,1744,False,False,False,False,False,False
5731.png,data/raw/images/5731.png,NMF,0,success,,8,15491,1437,False,False,False,False,False,False
5732.png,data/raw/images/5732.png,NMF,0,success,,5,15445,1565,False,False,False,False,False,False
5733.png,data/raw/images/5733.png,NMF,0,success,,4,15014,1165,False,False,False,False,False,False
5734.png,data/raw/images/5734.png,AMF,1,success,,7,15431,1129,False,False,False,False,False,False
5735.png,data/raw/images/5735.png,NMF,0,success,,2,16020,547,False,False,False,False,False,False
5736.png,data/raw/images/5736.png,NMF,0,success,,4,12035,727,False,False,False,False,False,False
5737.png,data/raw/images/5737.png,NMF,0,success,,4,15361,1369,False,False,False,False,False,False
5738.png,data/raw/images/5738.png,NMF,0,success,,1,14292,787,False,False,False,False,False,False
5739.png,data/raw/images/5739.png,AMF,1,success,,4,14910,1239,False,False,False,False,False,False
5740.png,data/raw/images/5740.png,NMF,0,success,,13,14548,1318,False,False,False,False,False,False
5741.png,data/raw/images/5741.png,NMF,0,success,,14,15562,2987,False,False,False,False,False,False
5742.png,data/raw/images/5742.png,NMF,0,success,,9,15637,1190,False,False,False,False,False,False
5743.png,data/raw/images/5743.png,NMF,0,success,,9,15210,1781,False,False,False,False,False,False
5744.png,data/raw/images/5744.png,NMF,0,success,,11,15069,1380,False,False,False,False,False,False
5745.png,data/raw/images/5745.png,NMF,0,success,,10,16239,1645,False,False,False,False,False,False
5746.png,data/raw/images/5746.png,NMF,0,success,,14,16380,2473,False,False,False,False,False,False
5747.png,data/raw/images/5747.png,NMF,0,success,,8,15401,826,False,False,False,False,False,False
5748.png,data/raw/images/5748.png,NMF,0,success,,10,16382,1160,False,False,False,False,False,False
5749.png,data/raw/images/5749.png,NMF,0,success,,4,15199,1098,False,False,False,False,False,False
5750.png,data/raw/images/5750.png,NMF,0,success,,3,16354,1161,False,False,False,False,False,False
5751.png,data/raw/images/5751.png,NMF,0,success,,4,16366,1567,False,False,False,False,False,False
5752.png,data/raw/images/5752.png,NMF,0,success,,6,16384,1200,False,False,False,False,False,False
5753.png,data/raw/images/5753.png,AMF,1,success,,4,16335,1704,False,False,False,False,False,False
5754.png,data/raw/images/5754.png,NMF,0,success,,5,13743,1260,False,False,False,False,False,False
5755.png,data/raw/images/5755.png,NMF,0,success,,3,15253,1047,False,False,False,False,False,False
5756.png,data/raw/images/5756.png,NMF,0,success,,1,14354,604,False,False,False,False,False,False
5757.png,data/raw/images/5757.png,NMF,0,success,,9,15874,905,False,False,False,False,False,False
5758.png,data/raw/images/5758.png,NMF,0,success,,6,16366,1363,False,False,False,False,False,False
5759.png,data/raw/images/5759.png,NMF,0,success,,15,16344,3526,False,False,False,False,False,False
5760.png,data/raw/images/5760.png,NMF,0,success,,12,16384,2381,False,False,False,False,False,False
5761.png,data/raw/images/5761.png,NMF,0,success,,6,16379,1255,False,False,False,False,False,False
5762.png,data/raw/images/5762.png,NMF,0,success,,5,16318,1914,False,False,False,False,False,False
5763.png,data/raw/images/5763.png,NMF,0,success,,7,16292,2194,False,False,False,False,False,False
5764.png,data/raw/images/5764.png,NMF,0,success,,8,16384,1637,False,False,False,False,False,False
5765.png,data/raw/images/5765.png,AMF,1,success,,7,16384,1440,False,False,False,False,False,False
5766.png,data/raw/images/5766.png,NMF,0,success,,12,15013,2017,False,False,False,False,False,False
5767.png,data/raw/images/5767.png,NMF,0,success,,10,15017,1731,False,False,False,False,False,False
5768.png,data/raw/images/5768.png,NMF,0,success,,8,16084,2256,False,False,False,False,False,False
5769.png,data/raw/images/5769.png,AMF,1,success,,10,14793,2213,False,False,False,False,False,False
5770.png,data/raw/images/5770.png,NMF,0,success,,2,16081,868,False,False,False,False,False,False
5771.png,data/raw/images/5771.png,NMF,0,success,,7,16356,1241,False,False,False,False,False,False
5773.png,data/raw/images/5773.png,NMF,0,success,,6,14167,947,False,False,False,False,False,False
5774.png,data/raw/images/5774.png,NMF,0,success,,4,14677,1002,False,False,False,False,False,False
5777.png,data/raw/images/5777.png,NMF,0,success,,4,14190,860,False,False,False,False,False,False
5778.png,data/raw/images/5778.png,NMF,0,success,,12,16029,1120,False,False,False,False,False,False
5779.png,data/raw/images/5779.png,NMF,0,success,,5,15115,730,False,False,False,False,False,False
5780.png,data/raw/images/5780.png,NMF,0,success,,4,16047,610,False,False,False,False,False,False
5781.png,data/raw/images/5781.png,NMF,0,success,,5,14550,682,False,False,False,False,False,False
5782.png,data/raw/images/5782.png,NMF,0,success,,1,16060,1307,False,False,False,False,False,False
5783.png,data/raw/images/5783.png,NMF,0,success,,6,13815,1064,False,False,False,False,False,False
5784.png,data/raw/images/5784.png,NMF,0,success,,12,11668,819,False,False,False,False,False,False
5785.png,data/raw/images/5785.png,NMF,0,success,,7,15411,2420,False,False,False,False,False,False
5786.png,data/raw/images/5786.png,NMF,0,success,,8,16220,1131,False,False,False,False,False,False
5787.png,data/raw/images/5787.png,NMF,0,success,,5,15972,611,False,False,False,False,False,False
5788.png,data/raw/images/5788.png,NMF,0,success,,2,15864,494,False,False,False,False,False,False
5789.png,data/raw/images/5789.png,NMF,0,success,,5,14180,1425,False,False,False,False,False,False
5790.png,data/raw/images/5790.png,AMF,1,success,,3,15650,739,False,False,False,False,False,False
5792.png,data/raw/images/5792.png,AMF,1,success,,2,16208,801,False,False,False,False,False,False
5793.png,data/raw/images/5793.png,NMF,0,success,,1,16384,292,False,False,False,False,False,False
5794.png,data/raw/images/5794.png,NMF,0,success,,5,16211,820,False,False,False,False,False,False
5795.png,data/raw/images/5795.png,NMF,0,success,,1,15974,420,False,False,False,False,False,False
5796.png,data/raw/images/5796.png,NMF,0,success,,3,16004,869,False,False,False,False,False,False
5797.png,data/raw/images/5797.png,NMF,0,success,,4,16338,542,False,False,False,False,False,False
5798.png,data/raw/images/5798.png,NMF,0,success,,6,16340,746,False,False,False,False,False,False
5799.png,data/raw/images/5799.png,NMF,0,success,,1,16384,426,False,False,False,False,False,False
5800.png,data/raw/images/5800.png,NMF,0,success,,4,12984,1702,False,False,False,False,False,False
5801.png,data/raw/images/5801.png,NMF,0,success,,5,14623,1780,False,False,False,False,False,False
5802.png,data/raw/images/5802.png,NMF,0,success,,1,16355,1266,False,False,False,False,False,False
5804.png,data/raw/images/5804.png,NMF,0,success,,1,10107,1335,False,False,False,False,False,False
5805.png,data/raw/images/5805.png,NMF,0,success,,10,14512,1876,False,False,False,False,False,False
5806.png,data/raw/images/5806.png,NMF,0,success,,12,16378,1340,False,False,False,False,False,False
5807.png,data/raw/images/5807.png,NMF,0,success,,18,15649,2072,False,False,False,False,False,False
5808.png,data/raw/images/5808.png,NMF,0,success,,17,15951,2363,False,False,False,False,False,False
5809.png,data/raw/images/5809.png,NMF,0,success,,8,15443,1538,False,False,False,False,False,False
5810.png,data/raw/images/5810.png,NMF,0,success,,17,16168,1811,False,False,False,False,False,False
5811.png,data/raw/images/5811.png,NMF,0,success,,19,14308,1693,False,False,False,False,False,False
5812.png,data/raw/images/5812.png,NMF,0,success,,11,15096,1668,False,False,False,False,False,False
5813.png,data/raw/images/5813.png,NMF,0,success,,21,14865,2314,False,False,False,True,False,False
5814.png,data/raw/images/5814.png,NMF,0,success,,19,13373,2027,False,False,False,False,False,False
5815.png,data/raw/images/5815.png,NMF,0,success,,9,13673,2115,False,False,False,False,False,False
5816.png,data/raw/images/5816.png,NMF,0,success,,13,15864,2032,False,False,False,False,False,False
5817.png,data/raw/images/5817.png,NMF,0,success,,10,16152,1796,False,False,False,False,False,False
5818.png,data/raw/images/5818.png,NMF,0,success,,3,10173,786,False,False,False,False,False,False
5819.png,data/raw/images/5819.png,NMF,0,success,,10,15516,1514,False,False,False,False,False,False
