image_id,filename,coordinateX,coordinateY,Tumor,Scanner,Origin,Species,expert1,expert2,expert3,majority,source_csv_image_id,image_id_for_processing,image_path,final_label,numeric_label
4708.png,325.tiff,1597,2805,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4708.png,4708.png,data/raw/images/4708.png,NMF,0
4709.png,325.tiff,749,2495,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4709.png,4709.png,data/raw/images/4709.png,NMF,0
4710.png,325.tiff,712,2813,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4710.png,4710.png,data/raw/images/4710.png,NMF,0
4711.png,325.tiff,625,2870,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4711.png,4711.png,data/raw/images/4711.png,NMF,0
4712.png,325.tiff,470,3378,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4712.png,4712.png,data/raw/images/4712.png,NMF,0
4713.png,325.tiff,517,3386,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4713.png,4713.png,data/raw/images/4713.png,AMF,1
4714.png,325.tiff,873,3335,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4714.png,4714.png,data/raw/images/4714.png,AMF,1
4715.png,325.tiff,956,3289,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4715.png,4715.png,data/raw/images/4715.png,AMF,1
4716.png,325.tiff,1083,3583,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4716.png,4716.png,data/raw/images/4716.png,NMF,0
4717.png,325.tiff,1198,3656,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4717.png,4717.png,data/raw/images/4717.png,NMF,0
4718.png,325.tiff,488,3841,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4718.png,4718.png,data/raw/images/4718.png,AMF,1
4719.png,325.tiff,473,3890,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4719.png,4719.png,data/raw/images/4719.png,AMF,1
4720.png,325.tiff,310,4101,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4720.png,4720.png,data/raw/images/4720.png,NMF,0
4721.png,325.tiff,208,4470,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4721.png,4721.png,data/raw/images/4721.png,NMF,0
4722.png,325.tiff,536,4342,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4722.png,4722.png,data/raw/images/4722.png,NMF,0
4723.png,325.tiff,735,4450,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4723.png,4723.png,data/raw/images/4723.png,AMF,1
4724.png,325.tiff,1356,4071,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4724.png,4724.png,data/raw/images/4724.png,NMF,0
4725.png,325.tiff,1616,4204,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4725.png,4725.png,data/raw/images/4725.png,AMF,1
4727.png,325.tiff,353,4733,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4727.png,4727.png,data/raw/images/4727.png,NMF,0
4728.png,325.tiff,579,4749,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4728.png,4728.png,data/raw/images/4728.png,NMF,0
4729.png,325.tiff,650,4536,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,AMF,AMF,4729.png,4729.png,data/raw/images/4729.png,AMF,1
4730.png,325.tiff,692,4533,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4730.png,4730.png,data/raw/images/4730.png,AMF,1
4731.png,325.tiff,1054,4704,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4731.png,4731.png,data/raw/images/4731.png,NMF,0
4732.png,325.tiff,1177,4611,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4732.png,4732.png,data/raw/images/4732.png,AMF,1
4733.png,325.tiff,1640,4554,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,AMF,AMF,4733.png,4733.png,data/raw/images/4733.png,AMF,1
4734.png,325.tiff,1871,4492,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4734.png,4734.png,data/raw/images/4734.png,AMF,1
4735.png,325.tiff,2367,4488,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4735.png,4735.png,data/raw/images/4735.png,AMF,1
4736.png,325.tiff,2264,4766,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4736.png,4736.png,data/raw/images/4736.png,AMF,1
4737.png,325.tiff,1951,3784,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4737.png,4737.png,data/raw/images/4737.png,NMF,0
4738.png,325.tiff,1966,3890,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4738.png,4738.png,data/raw/images/4738.png,NMF,0
4739.png,325.tiff,2153,3807,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4739.png,4739.png,data/raw/images/4739.png,AMF,1
4740.png,325.tiff,2230,3860,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4740.png,4740.png,data/raw/images/4740.png,NMF,0
4741.png,325.tiff,2198,4186,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,AMF,AMF,4741.png,4741.png,data/raw/images/4741.png,AMF,1
4742.png,325.tiff,3124,4373,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4742.png,4742.png,data/raw/images/4742.png,AMF,1
4743.png,325.tiff,2905,3631,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4743.png,4743.png,data/raw/images/4743.png,NMF,0
4744.png,325.tiff,2002,4256,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF,4744.png,4744.png,data/raw/images/4744.png,NMF,0
4745.png,325.tiff,1839,3552,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4745.png,4745.png,data/raw/images/4745.png,NMF,0
4746.png,325.tiff,2070,3116,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4746.png,4746.png,data/raw/images/4746.png,NMF,0
4747.png,325.tiff,2237,3115,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4747.png,4747.png,data/raw/images/4747.png,NMF,0
4748.png,325.tiff,3166,3116,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4748.png,4748.png,data/raw/images/4748.png,AMF,1
4749.png,325.tiff,3290,3034,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4749.png,4749.png,data/raw/images/4749.png,AMF,1
4750.png,325.tiff,2780,3091,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4750.png,4750.png,data/raw/images/4750.png,NMF,0
4751.png,325.tiff,2538,3282,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4751.png,4751.png,data/raw/images/4751.png,NMF,0
4752.png,325.tiff,2574,3301,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4752.png,4752.png,data/raw/images/4752.png,AMF,1
4753.png,325.tiff,2538,3513,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4753.png,4753.png,data/raw/images/4753.png,NMF,0
4754.png,325.tiff,3231,3506,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4754.png,4754.png,data/raw/images/4754.png,AMF,1
4755.png,325.tiff,1812,2353,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,AMF,AMF,4755.png,4755.png,data/raw/images/4755.png,AMF,1
4756.png,325.tiff,3268,2432,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4756.png,4756.png,data/raw/images/4756.png,NMF,0
4757.png,325.tiff,3135,2147,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4757.png,4757.png,data/raw/images/4757.png,NMF,0
4758.png,325.tiff,3171,1989,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4758.png,4758.png,data/raw/images/4758.png,NMF,0
4759.png,325.tiff,2765,1939,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4759.png,4759.png,data/raw/images/4759.png,AMF,1
4760.png,325.tiff,2530,2040,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4760.png,4760.png,data/raw/images/4760.png,AMF,1
4761.png,325.tiff,2083,1699,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4761.png,4761.png,data/raw/images/4761.png,NMF,0
4762.png,325.tiff,1732,1162,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4762.png,4762.png,data/raw/images/4762.png,NMF,0
4763.png,325.tiff,2048,1169,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4763.png,4763.png,data/raw/images/4763.png,NMF,0
4764.png,325.tiff,2045,1461,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4764.png,4764.png,data/raw/images/4764.png,NMF,0
4765.png,325.tiff,2465,1447,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4765.png,4765.png,data/raw/images/4765.png,NMF,0
4766.png,325.tiff,3025,1609,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4766.png,4766.png,data/raw/images/4766.png,NMF,0
4767.png,325.tiff,2716,1131,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4767.png,4767.png,data/raw/images/4767.png,NMF,0
4768.png,325.tiff,2795,769,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4768.png,4768.png,data/raw/images/4768.png,NMF,0
4769.png,325.tiff,2767,598,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4769.png,4769.png,data/raw/images/4769.png,NMF,0
4770.png,325.tiff,3325,406,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4770.png,4770.png,data/raw/images/4770.png,AMF,1
4771.png,325.tiff,2293,1002,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4771.png,4771.png,data/raw/images/4771.png,NMF,0
4772.png,325.tiff,2015,830,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4772.png,4772.png,data/raw/images/4772.png,NMF,0
4773.png,325.tiff,1961,546,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4773.png,4773.png,data/raw/images/4773.png,NMF,0
4774.png,325.tiff,2170,368,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4774.png,4774.png,data/raw/images/4774.png,AMF,1
4775.png,325.tiff,2528,347,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4775.png,4775.png,data/raw/images/4775.png,NMF,0
4776.png,325.tiff,2461,226,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4776.png,4776.png,data/raw/images/4776.png,NMF,0
4777.png,325.tiff,2599,147,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4777.png,4777.png,data/raw/images/4777.png,NMF,0
4778.png,325.tiff,2682,480,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4778.png,4778.png,data/raw/images/4778.png,NMF,0
4779.png,325.tiff,3046,760,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4779.png,4779.png,data/raw/images/4779.png,AMF,1
4781.png,325.tiff,3823,234,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4781.png,4781.png,data/raw/images/4781.png,NMF,0
4782.png,325.tiff,4126,318,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4782.png,4782.png,data/raw/images/4782.png,NMF,0
4783.png,325.tiff,4005,416,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4783.png,4783.png,data/raw/images/4783.png,NMF,0
4784.png,325.tiff,3649,406,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4784.png,4784.png,data/raw/images/4784.png,NMF,0
4785.png,325.tiff,3568,556,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4785.png,4785.png,data/raw/images/4785.png,NMF,0
4786.png,325.tiff,4079,723,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4786.png,4786.png,data/raw/images/4786.png,AMF,1
4787.png,325.tiff,4456,972,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4787.png,4787.png,data/raw/images/4787.png,AMF,1
4788.png,325.tiff,4236,1310,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4788.png,4788.png,data/raw/images/4788.png,NMF,0
4789.png,325.tiff,3576,856,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4789.png,4789.png,data/raw/images/4789.png,AMF,1
4790.png,325.tiff,3409,875,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,AMF,AMF,4790.png,4790.png,data/raw/images/4790.png,AMF,1
4791.png,325.tiff,4147,1700,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4791.png,4791.png,data/raw/images/4791.png,AMF,1
4792.png,325.tiff,4064,1617,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4792.png,4792.png,data/raw/images/4792.png,AMF,1
4793.png,325.tiff,3968,1930,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4793.png,4793.png,data/raw/images/4793.png,AMF,1
4794.png,325.tiff,3853,1947,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4794.png,4794.png,data/raw/images/4794.png,AMF,1
4795.png,325.tiff,3850,2091,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4795.png,4795.png,data/raw/images/4795.png,AMF,1
4796.png,325.tiff,4177,2022,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4796.png,4796.png,data/raw/images/4796.png,NMF,0
4797.png,325.tiff,4237,2107,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4797.png,4797.png,data/raw/images/4797.png,NMF,0
4798.png,325.tiff,4416,1872,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4798.png,4798.png,data/raw/images/4798.png,AMF,1
4799.png,325.tiff,3445,1903,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4799.png,4799.png,data/raw/images/4799.png,AMF,1
4800.png,325.tiff,3705,2431,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4800.png,4800.png,data/raw/images/4800.png,NMF,0
4801.png,325.tiff,3459,2610,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4801.png,4801.png,data/raw/images/4801.png,NMF,0
4802.png,325.tiff,3352,2437,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4802.png,4802.png,data/raw/images/4802.png,NMF,0
4803.png,325.tiff,3420,2684,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4803.png,4803.png,data/raw/images/4803.png,AMF,1
4804.png,325.tiff,4330,2520,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4804.png,4804.png,data/raw/images/4804.png,AMF,1
4805.png,325.tiff,4422,2257,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4805.png,4805.png,data/raw/images/4805.png,AMF,1
4806.png,325.tiff,4505,2244,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4806.png,4806.png,data/raw/images/4806.png,NMF,0
4807.png,325.tiff,4549,2665,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4807.png,4807.png,data/raw/images/4807.png,NMF,0
4808.png,325.tiff,4657,2668,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4808.png,4808.png,data/raw/images/4808.png,NMF,0
4809.png,325.tiff,4724,2708,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4809.png,4809.png,data/raw/images/4809.png,AMF,1
4810.png,325.tiff,4236,3279,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4810.png,4810.png,data/raw/images/4810.png,NMF,0
4811.png,325.tiff,4756,3518,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4811.png,4811.png,data/raw/images/4811.png,AMF,1
4812.png,325.tiff,4369,4039,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4812.png,4812.png,data/raw/images/4812.png,NMF,0
4813.png,325.tiff,4431,4266,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,NMF,NMF,4813.png,4813.png,data/raw/images/4813.png,NMF,0
4814.png,325.tiff,3871,4260,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF,4814.png,4814.png,data/raw/images/4814.png,NMF,0
4815.png,325.tiff,3800,4009,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4815.png,4815.png,data/raw/images/4815.png,NMF,0
4816.png,325.tiff,3713,3895,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4816.png,4816.png,data/raw/images/4816.png,AMF,1
4817.png,325.tiff,3771,3658,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4817.png,4817.png,data/raw/images/4817.png,NMF,0
4818.png,325.tiff,4068,4435,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF,4818.png,4818.png,data/raw/images/4818.png,NMF,0
4819.png,325.tiff,3939,4418,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4819.png,4819.png,data/raw/images/4819.png,AMF,1
4820.png,325.tiff,3403,4470,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4820.png,4820.png,data/raw/images/4820.png,NMF,0
4821.png,325.tiff,3345,4499,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4821.png,4821.png,data/raw/images/4821.png,NMF,0
4823.png,325.tiff,5422,4673,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4823.png,4823.png,data/raw/images/4823.png,NMF,0
4824.png,325.tiff,5477,4641,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4824.png,4824.png,data/raw/images/4824.png,NMF,0
4825.png,325.tiff,5883,4756,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4825.png,4825.png,data/raw/images/4825.png,NMF,0
4826.png,325.tiff,4865,4405,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4826.png,4826.png,data/raw/images/4826.png,NMF,0
4827.png,325.tiff,5467,4361,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4827.png,4827.png,data/raw/images/4827.png,AMF,1
4828.png,325.tiff,5443,4247,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4828.png,4828.png,data/raw/images/4828.png,NMF,0
4829.png,325.tiff,5270,4134,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4829.png,4829.png,data/raw/images/4829.png,AMF,1
4830.png,325.tiff,5275,3950,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4830.png,4830.png,data/raw/images/4830.png,NMF,0
4831.png,325.tiff,5142,3671,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4831.png,4831.png,data/raw/images/4831.png,NMF,0
4832.png,325.tiff,6037,3292,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4832.png,4832.png,data/raw/images/4832.png,NMF,0
4833.png,325.tiff,4869,3062,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4833.png,4833.png,data/raw/images/4833.png,NMF,0
4834.png,325.tiff,4797,2688,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,NMF,NMF,4834.png,4834.png,data/raw/images/4834.png,NMF,0
4835.png,325.tiff,4907,2560,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4835.png,4835.png,data/raw/images/4835.png,NMF,0
4836.png,325.tiff,5170,2786,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4836.png,4836.png,data/raw/images/4836.png,NMF,0
4837.png,325.tiff,5203,2851,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4837.png,4837.png,data/raw/images/4837.png,NMF,0
4838.png,325.tiff,5200,2971,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4838.png,4838.png,data/raw/images/4838.png,AMF,1
4839.png,325.tiff,5686,2645,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4839.png,4839.png,data/raw/images/4839.png,NMF,0
4840.png,325.tiff,6166,3004,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,NMF,NMF,NMF,4840.png,4840.png,data/raw/images/4840.png,NMF,0
4841.png,325.tiff,5888,2972,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4841.png,4841.png,data/raw/images/4841.png,NMF,0
4842.png,325.tiff,5706,2882,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4842.png,4842.png,data/raw/images/4842.png,AMF,1
4843.png,325.tiff,5648,2877,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4843.png,4843.png,data/raw/images/4843.png,NMF,0
4844.png,325.tiff,5055,2002,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4844.png,4844.png,data/raw/images/4844.png,AMF,1
4845.png,325.tiff,4955,1841,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4845.png,4845.png,data/raw/images/4845.png,NMF,0
4846.png,325.tiff,5172,2244,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4846.png,4846.png,data/raw/images/4846.png,AMF,1
4847.png,325.tiff,5135,2125,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4847.png,4847.png,data/raw/images/4847.png,AMF,1
4848.png,325.tiff,5157,1906,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4848.png,4848.png,data/raw/images/4848.png,AMF,1
4849.png,325.tiff,5467,1812,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4849.png,4849.png,data/raw/images/4849.png,NMF,0
4850.png,325.tiff,5591,2078,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,NMF,NMF,4850.png,4850.png,data/raw/images/4850.png,NMF,0
4851.png,325.tiff,6007,2182,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4851.png,4851.png,data/raw/images/4851.png,AMF,1
4852.png,325.tiff,6039,1960,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4852.png,4852.png,data/raw/images/4852.png,NMF,0
4853.png,325.tiff,5913,1907,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4853.png,4853.png,data/raw/images/4853.png,AMF,1
4854.png,325.tiff,5386,1655,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,AMF,AMF,AMF,4854.png,4854.png,data/raw/images/4854.png,AMF,1
4855.png,325.tiff,6208,2154,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4855.png,4855.png,data/raw/images/4855.png,NMF,0
4856.png,325.tiff,5593,1593,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4856.png,4856.png,data/raw/images/4856.png,NMF,0
4857.png,325.tiff,5625,1559,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,AMF,AMF,,AMF,4857.png,4857.png,data/raw/images/4857.png,AMF,1
4858.png,325.tiff,5388,1491,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4858.png,4858.png,data/raw/images/4858.png,NMF,0
4859.png,325.tiff,5111,1241,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4859.png,4859.png,data/raw/images/4859.png,NMF,0
4860.png,325.tiff,4997,998,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4860.png,4860.png,data/raw/images/4860.png,NMF,0
4861.png,325.tiff,4955,893,canine cutaneous mast cell tumor,Aperio CS2,FU Berlin,Canine,NMF,NMF,,NMF,4861.png,4861.png,data/raw/images/4861.png,NMF,0
